text,actual_category,predicted_category
אם אתם רוצים להיות קרובים לאקשן תצטרכו להיכנס מוקדם כדי למצוא אתר קמפינג בקרבה למוזיקה.,entertainment,science/technology
"""ישנם הרבה פורמטי סרטי צילום שונים אשר שימשו במהלך השנים. סרט צילום של 35 ממ (תשליל 36 על 24 ממ) הוא הנפוץ ביותר.""",entertainment,science/technology
"למרות שזו פעילות נפוצה מאוד, בדיסני אוסרים עליה: הכרטיסים אינם ניתנים להעברה.",entertainment,science/technology
"כל פרק של הסדרה היה מתמקד בנושא מספר מסוים, ואת אותו נושא הוא היה חוקר באמצעות מספר סיפורים.",entertainment,science/technology
"במקומות שונים ברומא הותקנו מספר מסכי טלוויזיה גדולים, כדי לאפשר לאנשים לצפות בטקס.",entertainment,science/technology
סופוקלס ואריסטופנס הם עדיין מחזאים פופולריים והמחזות שלהם נמנים עם היצירות הגדולות של ספרות העולם.,entertainment,science/technology
בכל תכנית הוצגו גם המלצות לספרים שכדאי לילדים לחפש כאשר הם ילכו לספריה.,entertainment,science/technology
"באקורדיון, כדי לקבל עוצמת קול נוספת, יש ללחוץ על המפוח בכוח או מהירות רבים יותר.",entertainment,science/technology
אפשר לראות את הפירמידות בחושך ואפשר לראות אותן בדממה לפני תחילת המופע.,entertainment,science/technology
"דוגמאות לפעילויות באתר הן ציד, דיג, צילום, צפייה בציפורים, ביקור בפארקים ולימוד על המערכת האקולוגית.",entertainment,travel
הספינקס משמש כרקע וכמספר של סיפור ארוך.,entertainment,science/technology
"לרוב יש להם הצעות מיוחדות של מזון, שתייה ובידור, כדי לשמור מצב רוחם של האורחים ולדאוג שלא יצאו מהמתחם.",entertainment,science/technology
"הארגון הבינלאומי, שכבר מדווח באנגלית וביפנית, משיק תוכניות בספרדית, איטלקית וקוריאנית לטלוויזיה, לאינטרנט ולמכשירים ניידים.",entertainment,science/technology
לפני משפחת סימפסון סיימון עבד במספר תכניות בתפקידים שונים.,entertainment,science/technology
דבר זה יאפשר לשחקנים לשלוט בפעולות ובתנועות במשחקי וידאו באמצעות הנעת המכשיר באוויר.,entertainment,science/technology
"לפחות 100 אנשים נכחו במסיבה, על מנת לחגוג את יום השנה הראשון של זוג אשר חתונתם התרחשה בשנה שעברה.",entertainment,science/technology
"שני שירים מהסרט, אודישן (השוטים שחולמים) ועיר הכוכבים, היו מועמדים לתואר השיר המקורי הטוב ביותר. סטודיו ליונסגייט קיבל 26 מועמדויות - יותר מכל סטודיו אחר.",entertainment,science/technology
"""עובי הקרום הוא כ-70 קמ בצד הקרוב וכ-100 קמ בצד הרחוק.""",geography,science/technology
דרומית משם נמצאים מפלי הניאגרה והצפון הוא ביתו של היופי הטבעי הבתולי של מחוז מוסקוקה ומעבר לו.,geography,science/technology
"ארץ אלסוורת' היא האזור הדרומי של חצי האי, הגובל בים בלינגהאוזן.",geography,science/technology
"""הכביש (או הכביש המהיר) חוצה הקוטב הדרומי הינו מסלול של 1600 קמ מתחנת מקמורדו (McMurdo) שעל ים רוס לקוטב.""",geography,science/technology
"ההר התלול הזה מתנשא מעל החלק הצפוני של מאצ'ו פיצ'ו, ומשמש כרקע להרבה תמונות של ההריסות.",geography,science/technology
"אנקלדוס הוא העצם בעל ההחזריות הגבוהה ביותר במערכת השמש, ומחזיר כ-90 אחוז מאור השמש שפוגע בו.",geography,science/technology
לא ניתן לראות דבר מלבד השמיים הצלולים והיפים מעל וההרים הרבים מסביב. אפשר לראות או לשמוע מעט מאוד מהעולם הזה מתוך המערה.,geography,science/technology
"כעת נעבור ליפן. יפן הייתה מדינת אי, ממש כמו בריטניה.",geography,travel
"בשיאו, הציקלון הטרופי גונו, שנקרא על שם שק עלי עץ דקל בשפה המלדיבית, הגיע לרוחות מתמשכות במהירות של 240 קילומטר בשעה (149 מייל בשעה).",geography,science/technology
"""שטחה של טורקיה, כולל אגמים, הוא 783,562 קמר (300,948 מיילים רבועים), מתוכם 755,688 קמר (291,773 מיילים רבועים) בדרום מערב אסיה ו-23,764 קמר (9,174 מיילים רבועים) באירופה.""",geography,science/technology
"על איי דרום שטלנד, שהתגלו בשנת 1819, נתבעת בעלות על ידי מספר מדינות ויש בהם את מספר הבסיסים הגבוה ביותר, עם שישה עשר פעילים בשנת 2020.",geography,science/technology
"אפיה היא הבירה של סמואה. העיר נמצאת על האי אופולו ואוכלוסייתה מונה מעט פחות מ- 40,000.",geography,science/technology
"מכיוון שהסופה רחוקה מלהגיע ליבשה, עדיין קשה להעריך את הפגיעה הפוטנציאלית שלה בארצות הברית או בקריביים.",geography,science/technology
הוא דק יותר מתחת לימות ועבה יותר מתחת לרמות.,geography,science/technology
אבל היערות אינם רק ביצות מנגרובים - הם מכילים כמה מהשרידים האחרונים של הג'ונגלים האדירים שכיסו בעבר את המישור האינדו-גנגטי.,geography,science/technology
מפת רעידות האדמה העולמית של הסקר הגאולוגי של ארצות הברית לא הראתה שום רעידות אדמה באיסלנד בשבוע הקודם.,geography,science/technology
המערה שוכנת בפסגת אחד ההרים מצפון למכה והיא מבודדת לחלוטין מכל שאר העולם.,geography,science/technology
